本編	名詞,一般,*,*,*,*,本編,ホンペン,ホンペン
資金	名詞,一般,*,*,*,*,資金,シキン,シキン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
内部	名詞,一般,*,*,*,*,内部,ナイブ,ナイブ
告発	名詞,サ変接続,*,*,*,*,告発,コクハツ,コクハツ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
ちなみに	接続詞,*,*,*,*,*,ちなみに,チナミニ,チナミニ
、	記号,読点,*,*,*,*,、,、,、
この	連体詞,*,*,*,*,*,この,コノ,コノ
記事	名詞,一般,*,*,*,*,記事,キジ,キジ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
アリッサ・アッシュクロフト	名詞,一般,*,*,*,*,*
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。	記号,句点,*,*,*,*,。,。,。
EOS
ジョセフ	名詞,固有名詞,人名,名,*,*,ジョセフ,ジョセフ,ジョセフ
・	記号,一般,*,*,*,*,・,・,・
マロウズ	名詞,一般,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
Joseph	名詞,一般,*,*,*,*,*
Murrows	名詞,一般,*,*,*,*,*
)	名詞,サ変接続,*,*,*,*,*
EOS
『	記号,括弧開,*,*,*,*,『,『,『
OB	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ
のみ	助詞,副助詞,*,*,*,*,のみ,ノミ,ノミ
登場	名詞,サ変接続,*,*,*,*,登場,トウジョウ,トージョー
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
ラクーン	名詞,一般,*,*,*,*,*
動物	名詞,一般,*,*,*,*,動物,ドウブツ,ドーブツ
園	名詞,接尾,一般,*,*,*,園,エン,エン
職員	名詞,一般,*,*,*,*,職員,ショクイン,ショクイン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
『	記号,括弧開,*,*,*,*,『,『,『
ジョセフ	名詞,固有名詞,人名,名,*,*,ジョセフ,ジョセフ,ジョセフ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
手帳	名詞,一般,*,*,*,*,手帳,テチョウ,テチョー
』	記号,括弧閉,*,*,*,*,』,』,』
、	記号,読点,*,*,*,*,、,、,、
『	記号,括弧開,*,*,*,*,『,『,『
象	名詞,一般,*,*,*,*,象,ゾウ,ゾー
飼育	名詞,サ変接続,*,*,*,*,飼育,シイク,シイク
員	名詞,接尾,一般,*,*,*,員,イン,イン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
日記	名詞,一般,*,*,*,*,日記,ニッキ,ニッキ
』	記号,括弧閉,*,*,*,*,』,』,』
、	記号,読点,*,*,*,*,、,、,、
『	記号,括弧開,*,*,*,*,『,『,『
勤務	名詞,サ変接続,*,*,*,*,勤務,キンム,キンム
評定	名詞,サ変接続,*,*,*,*,評定,ヒョウジョウ,ヒョージョー
表	名詞,接尾,一般,*,*,*,表,ヒョウ,ヒョー
』	記号,括弧閉,*,*,*,*,』,』,』
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
出	動詞,自立,*,*,一段,連用形,出る,デ,デ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
。	記号,句点,*,*,*,*,。,。,。
古参	名詞,一般,*,*,*,*,古参,コサン,コサン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
職員	名詞,一般,*,*,*,*,職員,ショクイン,ショクイン
らしく	助動詞,*,*,*,形容詞・イ段,連用テ接続,らしい,ラシク,ラシク
、	記号,読点,*,*,*,*,、,、,、
門	名詞,一般,*,*,*,*,門,モン,モン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
管理	名詞,サ変接続,*,*,*,*,管理,カンリ,カンリ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
20	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
以上	名詞,非自立,副詞可能,*,*,*,以上,イジョウ,イジョー
担当	名詞,サ変接続,*,*,*,*,担当,タントウ,タントー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ
、	記号,読点,*,*,*,*,、,、,、
15	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
象	名詞,一般,*,*,*,*,象,ゾウ,ゾー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
オスカー	名詞,固有名詞,組織,*,*,*,オスカー,オスカー,オスカー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
園内	名詞,一般,*,*,*,*,園内,エンナイ,エンナイ
パレード	名詞,サ変接続,*,*,*,*,パレード,パレード,パレード
で	助詞,格助詞,一般,*,*,*,で,デ,デ
使っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,使う,ツカッ,ツカッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
BGM	名詞,一般,*,*,*,*,*
テープ	名詞,一般,*,*,*,*,テープ,テープ,テープ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
象	名詞,一般,*,*,*,*,象,ゾウ,ゾー
飼育	名詞,サ変接続,*,*,*,*,飼育,シイク,シイク
員	名詞,接尾,一般,*,*,*,員,イン,イン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
教え	動詞,自立,*,*,一段,連用形,教える,オシエ,オシエ
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
門	名詞,一般,*,*,*,*,門,モン,モン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ナンバー	名詞,一般,*,*,*,*,ナンバー,ナンバー,ナンバー
ロック	名詞,サ変接続,*,*,*,*,ロック,ロック,ロック
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
忘れ	動詞,自立,*,*,一段,連用形,忘れる,ワスレ,ワスレ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
しまう	動詞,非自立,*,*,五段・ワ行促音便,基本形,しまう,シマウ,シマウ
ほど	助詞,副助詞,*,*,*,*,ほど,ホド,ホド
物忘れ	名詞,一般,*,*,*,*,物忘れ,モノワスレ,モノワスレ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
酷く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,酷い,ヒドク,ヒドク
なり	動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ
、	記号,読点,*,*,*,*,、,、,、
手帳	名詞,一般,*,*,*,*,手帳,テチョウ,テチョー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
「	記号,括弧開,*,*,*,*,「,「,「
年	名詞,一般,*,*,*,*,年,トシ,トシ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
取り	動詞,自立,*,*,五段・ラ行,連用形,取る,トリ,トリ
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
」	記号,括弧閉,*,*,*,*,」,」,」
と	助詞,格助詞,引用,*,*,*,と,ト,ト
嘆い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,嘆く,ナゲイ,ナゲイ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
勤務	名詞,サ変接続,*,*,*,*,勤務,キンム,キンム
態度	名詞,一般,*,*,*,*,態度,タイド,タイド
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
動物	名詞,一般,*,*,*,*,動物,ドウブツ,ドーブツ
園	名詞,接尾,一般,*,*,*,園,エン,エン
勤務	名詞,サ変接続,*,*,*,*,勤務,キンム,キンム
者	名詞,接尾,一般,*,*,*,者,シャ,シャ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
最高	名詞,一般,*,*,*,*,最高,サイコウ,サイコー
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
EOS
グラハム・バローズ	名詞,一般,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
Graham	名詞,一般,*,*,*,*,*
Barrows	名詞,一般,*,*,*,*,*
)	名詞,サ変接続,*,*,*,*,*
EOS
年齢	名詞,一般,*,*,*,*,年齢,ネンレイ,ネンレイ
：	記号,一般,*,*,*,*,：,：,：
52	名詞,数,*,*,*,*,*
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ
（	記号,括弧開,*,*,*,*,（,（,（
1998	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ
）	記号,括弧閉,*,*,*,*,）,）,）
EOS
『	記号,括弧開,*,*,*,*,『,『,『
OB	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ
のみ	助詞,副助詞,*,*,*,*,のみ,ノミ,ノミ
登場	名詞,サ変接続,*,*,*,*,登場,トウジョウ,トージョー
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
ラクーン	名詞,一般,*,*,*,*,*
大学生	名詞,一般,*,*,*,*,大学生,ダイガクセイ,ダイガクセイ
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
学	名詞,接尾,一般,*,*,*,学,ガク,ガク
助教授	名詞,一般,*,*,*,*,助教授,ジョキョウジュ,ジョキョージュ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
9	名詞,数,*,*,*,*,*
月	名詞,一般,*,*,*,*,月,ツキ,ツキ
11	名詞,数,*,*,*,*,*
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
付け	名詞,接尾,一般,*,*,*,付け,ヅケ,ズケ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
『	記号,括弧開,*,*,*,*,『,『,『
ラクーントゥデイ	名詞,固有名詞,一般,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
の	助詞,連体化,*,*,*,*,の,ノ,ノ
『	記号,括弧開,*,*,*,*,『,『,『
アーク	名詞,一般,*,*,*,*,アーク,アーク,アーク
レイ	名詞,一般,*,*,*,*,レイ,レイ,レイ
山地	名詞,一般,*,*,*,*,山地,サンチ,サンチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
UMA	名詞,一般,*,*,*,*,*
?』	名詞,サ変接続,*,*,*,*,*
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
記事	名詞,一般,*,*,*,*,記事,キジ,キジ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
出	動詞,自立,*,*,一段,連用形,出る,デ,デ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
。	記号,句点,*,*,*,*,。,。,。
同	接頭詞,名詞接続,*,*,*,*,同,ドウ,ドー
記事	名詞,一般,*,*,*,*,記事,キジ,キジ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
よる	動詞,自立,*,*,五段・ラ行,基本形,よる,ヨル,ヨル
と	助詞,接続助詞,*,*,*,*,と,ト,ト
、	記号,読点,*,*,*,*,、,、,、
アーク	名詞,一般,*,*,*,*,アーク,アーク,アーク
レイ	名詞,一般,*,*,*,*,レイ,レイ,レイ
西部	名詞,一般,*,*,*,*,西部,セイブ,セイブ
山岳	名詞,一般,*,*,*,*,山岳,サンガク,サンガク
地帯	名詞,一般,*,*,*,*,地帯,チタイ,チタイ
にて	助詞,格助詞,一般,*,*,*,にて,ニテ,ニテ
、	記号,読点,*,*,*,*,、,、,、
全長	名詞,一般,*,*,*,*,全長,ゼンチョウ,ゼンチョー
2	名詞,数,*,*,*,*,*
m	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
巨大	名詞,形容動詞語幹,*,*,*,*,巨大,キョダイ,キョダイ
昆虫	名詞,一般,*,*,*,*,昆虫,コンチュウ,コンチュー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
キャンプ	名詞,一般,*,*,*,*,*
客	名詞,一般,*,*,*,*,客,キャク,キャク
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ
目撃	名詞,サ変接続,*,*,*,*,目撃,モクゲキ,モクゲキ
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
目撃	名詞,サ変接続,*,*,*,*,目撃,モクゲキ,モクゲキ
情報	名詞,一般,*,*,*,*,情報,ジョウホウ,ジョーホー
に対し	助詞,格助詞,連語,*,*,*,に対し,ニタイシ,ニタイシ
、	記号,読点,*,*,*,*,、,、,、
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
存在	名詞,サ変接続,*,*,*,*,存在,ソンザイ,ソンザイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
「	記号,括弧開,*,*,*,*,「,「,「
ヘビ	名詞,一般,*,*,*,*,ヘビ,ヘビ,ヘビ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
イタチ	名詞,一般,*,*,*,*,イタチ,イタチ,イタチ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ
誤っ	動詞,自立,*,*,五段・ラ行,連用タ接続,誤る,アヤマッ,アヤマッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
」	記号,括弧閉,*,*,*,*,」,」,」
と	助詞,格助詞,引用,*,*,*,と,ト,ト
否定	名詞,サ変接続,*,*,*,*,否定,ヒテイ,ヒテイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
。	記号,句点,*,*,*,*,。,。,。
なお	接続詞,*,*,*,*,*,なお,ナオ,ナオ
、	記号,読点,*,*,*,*,、,、,、
巨大	名詞,形容動詞語幹,*,*,*,*,巨大,キョダイ,キョダイ
昆虫	名詞,一般,*,*,*,*,昆虫,コンチュウ,コンチュー
と	助詞,格助詞,一般,*,*,*,と,ト,ト
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
『	記号,括弧開,*,*,*,*,『,『,『
OB	名詞,固有名詞,組織,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
と	助詞,格助詞,引用,*,*,*,と,ト,ト
『	記号,括弧開,*,*,*,*,『,『,『
OB	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
登場	名詞,サ変接続,*,*,*,*,登場,トウジョウ,トージョー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
「	記号,括弧開,*,*,*,*,「,「,「
シザーテイル	名詞,固有名詞,一般,*,*,*,*
」	記号,括弧閉,*,*,*,*,」,」,」
の	助詞,連体化,*,*,*,*,の,ノ,ノ
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。	記号,句点,*,*,*,*,。,。,。
EOS
L	名詞,固有名詞,組織,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
J	名詞,固有名詞,組織,*,*,*,*
EOS
映画	名詞,一般,*,*,*,*,映画,エイガ,エイガ
版	名詞,接尾,一般,*,*,*,版,バン,バン
俳優	名詞,一般,*,*,*,*,俳優,ハイユウ,ハイユー
：	記号,一般,*,*,*,*,：,：,：
マイク・エップス	名詞,固有名詞,組織,*,*,*,*
EOS
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ
吹き替え	名詞,一般,*,*,*,*,吹き替え,フキカエ,フキカエ
：	記号,一般,*,*,*,*,：,：,：
江川	名詞,固有名詞,人名,姓,*,*,江川,エガワ,エガワ
央	名詞,固有名詞,人名,名,*,*,央,ヒサシ,ヒサシ
生	名詞,接尾,一般,*,*,*,生,セイ,セイ
（	記号,括弧開,*,*,*,*,（,（,（
VHS	名詞,固有名詞,組織,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
DVD	名詞,一般,*,*,*,*,*
版	名詞,接尾,一般,*,*,*,版,バン,バン
）	記号,括弧閉,*,*,*,*,）,）,）
、	記号,読点,*,*,*,*,、,、,、
高木	名詞,固有名詞,人名,姓,*,*,高木,タカギ,タカギ
渉	名詞,固有名詞,人名,名,*,*,渉,ワタル,ワタル
（	記号,括弧開,*,*,*,*,（,（,（
地上波	名詞,一般,*,*,*,*,地上波,チジョウハ,チジョーハ
放送	名詞,サ変接続,*,*,*,*,放送,ホウソウ,ホーソー
）	記号,括弧閉,*,*,*,*,）,）,）
EOS
『	記号,括弧開,*,*,*,*,『,『,『
II	名詞,固有名詞,組織,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
『	記号,括弧開,*,*,*,*,『,『,『
III	名詞,固有名詞,組織,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
登場	名詞,サ変接続,*,*,*,*,登場,トウジョウ,トージョー
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
本名	名詞,一般,*,*,*,*,本名,ホンミョウ,ホンミョー
ロイド・ジェファソン・ウェルズ	名詞,一般,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
Lloyd	名詞,一般,*,*,*,*,*
Jefferson	名詞,一般,*,*,*,*,*
Wells	名詞,一般,*,*,*,*,*
)	名詞,サ変接続,*,*,*,*,*
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
「	記号,括弧開,*,*,*,*,「,「,「
L	名詞,固有名詞,組織,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
J	名詞,固有名詞,組織,*,*,*,*
」	記号,括弧閉,*,*,*,*,」,」,」
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
略称	名詞,サ変接続,*,*,*,*,略称,リャクショウ,リャクショー
兼	名詞,接続詞的,*,*,*,*,兼,ケン,ケン
愛称	名詞,一般,*,*,*,*,愛称,アイショウ,アイショー
（	記号,括弧開,*,*,*,*,（,（,（
本人	名詞,一般,*,*,*,*,本人,ホンニン,ホンニン
曰く	名詞,副詞可能,*,*,*,*,曰く,イワク,イワク
「	記号,括弧開,*,*,*,*,「,「,「
無礼講	名詞,形容動詞語幹,*,*,*,*,無礼講,ブレイコウ,ブレイコー
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
」	記号,括弧閉,*,*,*,*,」,」,」
と	助詞,格助詞,引用,*,*,*,と,ト,ト
の	助詞,連体化,*,*,*,*,の,ノ,ノ
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
）	記号,括弧閉,*,*,*,*,）,）,）
の	助詞,連体化,*,*,*,*,の,ノ,ノ
スリ	名詞,一般,*,*,*,*,スリ,スリ,スリ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
容疑	名詞,一般,*,*,*,*,容疑,ヨウギ,ヨーギ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
R	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
P	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
D	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
捕まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,捕まる,ツカマッ,ツカマッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
黒人	名詞,一般,*,*,*,*,黒人,コクジン,コクジン
男性	名詞,一般,*,*,*,*,男性,ダンセイ,ダンセイ
。	記号,句点,*,*,*,*,。,。,。
また	接続詞,*,*,*,*,*,また,マタ,マタ
、	記号,読点,*,*,*,*,、,、,、
金メッキ	名詞,一般,*,*,*,*,金メッキ,キンメッキ,キンメッキ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
デザート	名詞,一般,*,*,*,*,デザート,デザート,デザート
イーグル	名詞,一般,*,*,*,*,イーグル,イーグル,イーグル
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
2	名詞,数,*,*,*,*,*
丁	名詞,接尾,助数詞,*,*,*,丁,チョウ,チョー
所持	名詞,サ変接続,*,*,*,*,所持,ショジ,ショジ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
『	記号,括弧開,*,*,*,*,『,『,『
III	名詞,固有名詞,組織,*,*,*,*
